gen_str,cif,model_name,spacegroup_number,relaxed_energy,relaxed_cif,e_above_hull,actual_spacegroup,is_unique0.1,is_novel0.1,sun_0.1
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Ag4As4Pd8
Spacegroup: P1
abc: 4.12 8.23 11.02
angles: 94.50 90.19 90.76
Sites (16)
Ag 0.627 0.253 0.923 1a
Ag 0.376 0.747 0.076 1a
Ag 0.211 0.095 0.891 1a
Ag 0.808 0.910 0.107 1a
As 0.436 0.785 0.207 1a
As 0.564 0.215 0.793 1a
As 0.897 0.294 0.709 1a
As 0.093 0.705 0.291 1a
Pd 0.223 0.977 0.713 1a
Pd 0.213 0.535 0.783 1a
Pd 0.713 0.464 0.218 1a
Pd 0.787 0.034 0.287 1a
Pd 0.024 0.128 0.677 1a
Pd 0.427 0.322 0.333 1a
Pd 0.573 0.678 0.667 1a
Pd 0.975 0.877 0.323 1a","# generated using pymatgen
data_AgAsPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.12000000
_cell_length_b   8.23000000
_cell_length_c   11.02000000
_cell_angle_alpha   94.50000000
_cell_angle_beta   90.19000000
_cell_angle_gamma   90.76000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgAsPd2
_chemical_formula_sum   'Ag4 As4 Pd8'
_cell_volume   372.47354932
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.62700000  0.25300000  0.92300000  1
  Ag  Ag1  1  0.37600000  0.74700000  0.07600000  1
  Ag  Ag2  1  0.21100000  0.09500000  0.89100000  1
  Ag  Ag3  1  0.80800000  0.91000000  0.10700000  1
  As  As4  1  0.43600000  0.78500000  0.20700000  1
  As  As5  1  0.56400000  0.21500000  0.79300000  1
  As  As6  1  0.89700000  0.29400000  0.70900000  1
  As  As7  1  0.09300000  0.70500000  0.29100000  1
  Pd  Pd8  1  0.22300000  0.97700000  0.71300000  1
  Pd  Pd9  1  0.21300000  0.53500000  0.78300000  1
  Pd  Pd10  1  0.71300000  0.46400000  0.21800000  1
  Pd  Pd11  1  0.78700000  0.03400000  0.28700000  1
  Pd  Pd12  1  0.02400000  0.12800000  0.67700000  1
  Pd  Pd13  1  0.42700000  0.32200000  0.33300000  1
  Pd  Pd14  1  0.57300000  0.67800000  0.66700000  1
  Pd  Pd15  1  0.97500000  0.87700000  0.32300000  1
",7b,1,,,,,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Nd2Fe2Co4Ni2
Spacegroup: P1
abc: 4.86 4.91 7.47
angles: 73.79 72.48 89.97
Sites (10)
Nd 0.753 0.691 0.013 1a
Nd 0.252 0.306 0.512 1a
Fe 0.531 0.257 0.982 1a
Fe 0.481 0.830 0.507 1a
Co 0.037 0.697 0.258 1a
Co 0.039 0.187 0.741 1a
Co 0.561 0.308 0.259 1a
Co 0.510 0.774 0.750 1a
Ni 0.975 0.753 0.502 1a
Ni 0.997 0.227 0.994 1a","# generated using pymatgen
data_NdFeCo2Ni
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.86000000
_cell_length_b   4.91000000
_cell_length_c   7.47000000
_cell_angle_alpha   73.79000000
_cell_angle_beta   72.48000000
_cell_angle_gamma   89.97000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdFeCo2Ni
_chemical_formula_sum   'Nd2 Fe2 Co4 Ni2'
_cell_volume   162.54676506
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.03700000  0.69700000  0.25800000  1
  Co  Co1  1  0.03900000  0.18700000  0.74100000  1
  Co  Co2  1  0.56100000  0.30800000  0.25900000  1
  Co  Co3  1  0.51000000  0.77400000  0.75000000  1
  Fe  Fe4  1  0.53100000  0.25700000  0.98200000  1
  Fe  Fe5  1  0.48100000  0.83000000  0.50700000  1
  Nd  Nd6  1  0.75300000  0.69100000  0.01300000  1
  Nd  Nd7  1  0.25200000  0.30600000  0.51200000  1
  Ni  Ni8  1  0.97500000  0.75300000  0.50200000  1
  Ni  Ni9  1  0.99700000  0.22700000  0.99400000  1
",7b,1,-67.0718765258789,"# generated using pymatgen
data_NdFeCo2Ni
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00397490
_cell_length_b   5.11588273
_cell_length_c   8.01317563
_cell_angle_alpha   79.80358375
_cell_angle_beta   75.83144690
_cell_angle_gamma   90.14748291
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdFeCo2Ni
_chemical_formula_sum   'Nd2 Fe2 Co4 Ni2'
_cell_volume   156.45281986
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.76454948  0.62138748  0.04470619  1
  Nd  Nd1  1  0.05543905  0.28320723  0.46296940  1
  Fe  Fe2  1  0.41176069  0.45356333  0.75458026  1
  Fe  Fe3  1  0.54951453  0.78337943  0.47818662  1
  Co  Co4  1  0.13385931  0.84183618  0.30902940  1
  Co  Co5  1  -0.13329064  0.17613857  0.84287307  1
  Co  Co6  1  0.69047238  0.06266666  0.19688651  1
  Co  Co7  1  0.41195623  0.95564777  0.75472754  1
  Ni  Ni8  1  0.96002277  0.72174069  0.65887356  1
  Ni  Ni9  1  1.27325784  0.13125797  1.03146415  1
",0.0985313010087391,1.0,True,True,True
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Li2Cd2Pb2
Spacegroup: P1
abc: 4.62 4.63 6.96
angles: 98.38 94.29 119.74
Sites (6)
Li 0.852 0.844 0.845 1a
Li 0.149 0.146 0.154 1a
Cd 0.503 0.999 0.667 1a
Cd 0.503 0.000 0.331 1a
Pb 0.257 0.253 0.554 1a
Pb 0.739 0.449 0.947 1a","# generated using pymatgen
data_LiCdPb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.62000000
_cell_length_b   4.63000000
_cell_length_c   6.96000000
_cell_angle_alpha   98.38000000
_cell_angle_beta   94.29000000
_cell_angle_gamma   119.74000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCdPb
_chemical_formula_sum   'Li2 Cd2 Pb2'
_cell_volume   125.99985974
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.50300000  0.99900000  0.66700000  1
  Cd  Cd1  1  0.50300000  -0.00000000  0.33100000  1
  Li  Li2  1  0.85200000  0.84400000  0.84500000  1
  Li  Li3  1  0.14900000  0.14600000  0.15400000  1
  Pb  Pb4  1  0.25700000  0.25300000  0.55400000  1
  Pb  Pb5  1  0.73900000  0.44900000  0.94700000  1
",7b,1,-13.710326194763184,"# generated using pymatgen
data_LiCdPb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.22368805
_cell_length_b   5.16187951
_cell_length_c   7.72334690
_cell_angle_alpha   123.11139170
_cell_angle_beta   83.58298628
_cell_angle_gamma   120.03814454
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCdPb
_chemical_formula_sum   'Li2 Cd2 Pb2'
_cell_volume   147.20480140
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.75852064  0.70314594  0.73638778  1
  Li  Li1  1  0.27364789  0.29411392  0.19958325  1
  Cd  Cd2  1  0.39794873  0.96420393  0.65735940  1
  Cd  Cd3  1  0.60100151  -0.02356574  0.21556222  1
  Pb  Pb4  1  0.05149837  0.23858398  0.59725091  1
  Pb  Pb5  1  0.90603239  0.52326979  1.09274064  1
",0.0903025453172481,1.0,True,True,True
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Nb1Ni1
Spacegroup: P1
abc: 3.50 3.50 3.50
angles: 90.00 90.00 90.00
Sites (2)
Nb 0.900 0.100 0.100 1a
Ni 0.400 0.599 0.600 1a","# generated using pymatgen
data_NbNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.50000000
_cell_length_b   3.50000000
_cell_length_c   3.50000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbNi
_chemical_formula_sum   'Nb1 Ni1'
_cell_volume   42.87500000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.90000000  0.10000000  0.10000000  1
  Ni  Ni1  1  0.40000000  0.59900000  0.60000000  1
",7b,1,-15.91187858581543,"# generated using pymatgen
data_NbNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.09081721
_cell_length_b   3.09086561
_cell_length_c   3.09090137
_cell_angle_alpha   90.00005252
_cell_angle_beta   89.99964489
_cell_angle_gamma   89.99991605
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbNi
_chemical_formula_sum   'Nb1 Ni1'
_cell_volume   29.52831007
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.90000021  0.10001065  0.09999996  1
  Ni  Ni1  1  0.39999988  0.59898838  0.59999992  1
",0.2024890769256195,221.0,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
K1Au1
Spacegroup: P1
abc: 4.76 4.76 4.76
angles: 97.61 97.60 97.52
Sites (2)
K 0.001 0.999 0.999 1a
Au 0.500 0.498 0.499 1a","# generated using pymatgen
data_KAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.76000000
_cell_length_b   4.76000000
_cell_length_c   4.76000000
_cell_angle_alpha   97.61000000
_cell_angle_beta   97.60000000
_cell_angle_gamma   97.52000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KAu
_chemical_formula_sum   'K1 Au1'
_cell_volume   104.74572087
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.50000000  0.49800000  0.49900000  1
  K  K1  1  0.00100000  0.99900000  0.99900000  1
",7b,1,-4.945618629455566,"# generated using pymatgen
data_KAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00082965
_cell_length_b   4.00054520
_cell_length_c   3.99658750
_cell_angle_alpha   90.17187297
_cell_angle_beta   90.16422547
_cell_angle_gamma   90.21063293
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KAu
_chemical_formula_sum   'K1 Au1'
_cell_volume   63.96639590
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.00100677  0.99900858  0.99899801  1
  Au  Au1  1  0.50015892  0.49815823  0.49916848  1
",0.0058851514388837,221.0,True,True,True
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Hf2Co2
Spacegroup: P1
abc: 3.11 3.11 6.62
angles: 89.28 89.92 61.60
Sites (4)
Hf 0.220 0.515 0.140 1a
Hf 0.783 0.025 0.644 1a
Co 0.800 0.014 0.349 1a
Co 0.201 0.521 0.847 1a","# generated using pymatgen
data_HfCo
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.11000000
_cell_length_b   3.11000000
_cell_length_c   6.62000000
_cell_angle_alpha   89.28000000
_cell_angle_beta   89.92000000
_cell_angle_gamma   61.60000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfCo
_chemical_formula_sum   'Hf2 Co2'
_cell_volume   56.31807343
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.80000000  0.01400000  0.34900000  1
  Co  Co1  1  0.20100000  0.52100000  0.84700000  1
  Hf  Hf2  1  0.22000000  0.51500000  0.14000000  1
  Hf  Hf3  1  0.78300000  0.02500000  0.64400000  1
",7b,1,-35.686038970947266,"# generated using pymatgen
data_HfCo
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.14994778
_cell_length_b   3.13998258
_cell_length_c   6.34140461
_cell_angle_alpha   89.79512456
_cell_angle_beta   90.01462003
_cell_angle_gamma   89.90890401
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfCo
_chemical_formula_sum   'Hf2 Co2'
_cell_volume   62.72096301
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.50676738  0.26087570  0.12142820  1
  Hf  Hf1  1  0.50993895  0.26461045  0.62156171  1
  Co  Co2  1  1.00604490  -0.23437851  0.37129435  1
  Co  Co3  1  0.00629152  0.76524993  0.87110080  1
",0.0123728847631827,40.0,True,True,True
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Dy2In6
Spacegroup: P1
abc: 4.86 6.76 7.12
angles: 106.81 96.16 90.42
Sites (8)
Dy 0.437 0.816 0.309 1a
Dy 0.868 0.187 0.614 1a
In 0.802 0.611 0.925 1a
In 0.812 0.452 0.540 1a
In 0.652 0.952 0.206 1a
In 0.186 0.545 0.550 1a
In 0.388 0.197 0.786 1a
In 0.427 0.449 0.862 1a","# generated using pymatgen
data_DyIn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.86000000
_cell_length_b   6.76000000
_cell_length_c   7.12000000
_cell_angle_alpha   106.81000000
_cell_angle_beta   96.16000000
_cell_angle_gamma   90.42000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyIn3
_chemical_formula_sum   'Dy2 In6'
_cell_volume   222.44827600
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.43700000  0.81600000  0.30900000  1
  Dy  Dy1  1  0.86800000  0.18700000  0.61400000  1
  In  In2  1  0.80200000  0.61100000  0.92500000  1
  In  In3  1  0.81200000  0.45200000  0.54000000  1
  In  In4  1  0.65200000  0.95200000  0.20600000  1
  In  In5  1  0.18600000  0.54500000  0.55000000  1
  In  In6  1  0.38800000  0.19700000  0.78600000  1
  In  In7  1  0.42700000  0.44900000  0.86200000  1
",7b,1,-28.0189208984375,"# generated using pymatgen
data_DyIn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.09660717
_cell_length_b   6.21962762
_cell_length_c   6.42683074
_cell_angle_alpha   90.88708774
_cell_angle_beta   90.33530716
_cell_angle_gamma   89.46586716
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyIn3
_chemical_formula_sum   'Dy2 In6'
_cell_volume   203.68751171
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.32530405  0.88875373  0.22544659  1
  Dy  Dy1  1  0.82638603  0.15898849  0.71765419  1
  In  In2  1  0.82598818  0.66919157  0.96889652  1
  In  In3  1  0.82660496  0.66863501  0.47754553  1
  In  In4  1  0.82528399  1.19831990  0.21855289  1
  In  In5  1  0.32581030  0.37863758  0.46640858  1
  In  In6  1  0.32732693  -0.15207193  0.72549353  1
  In  In7  1  0.32667040  0.37777236  0.97567567  1
",0.1193922101953157,1.0,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Mg4Sn4Pd8
Spacegroup: P1
abc: 4.35 7.07 9.80
angles: 98.49 90.12 109.42
Sites (16)
Mg 0.874 0.493 0.631 1a
Mg 0.692 0.493 0.093 1a
Mg 0.310 0.494 0.907 1a
Mg 0.127 0.494 0.364 1a
Sn 0.114 0.027 0.853 1a
Sn 0.332 0.029 0.147 1a
Sn 0.662 0.966 0.860 1a
Sn 0.886 0.966 0.147 1a
Pd 0.637 0.770 0.396 1a
Pd 0.353 0.766 0.610 1a
Pd 0.169 0.761 0.988 1a
Pd 0.871 0.756 0.276 1a
Pd 0.234 0.277 0.735 1a
Pd 0.992 0.273 0.006 1a
Pd 0.567 0.268 0.496 1a
Pd 0.771 0.239 0.794 1a","# generated using pymatgen
data_MgSnPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.35000000
_cell_length_b   7.07000000
_cell_length_c   9.80000000
_cell_angle_alpha   98.49000000
_cell_angle_beta   90.12000000
_cell_angle_gamma   109.42000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSnPd2
_chemical_formula_sum   'Mg4 Sn4 Pd8'
_cell_volume   280.70836426
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.87400000  0.49300000  0.63100000  1
  Mg  Mg1  1  0.69200000  0.49300000  0.09300000  1
  Mg  Mg2  1  0.31000000  0.49400000  0.90700000  1
  Mg  Mg3  1  0.12700000  0.49400000  0.36400000  1
  Pd  Pd4  1  0.63700000  0.77000000  0.39600000  1
  Pd  Pd5  1  0.35300000  0.76600000  0.61000000  1
  Pd  Pd6  1  0.16900000  0.76100000  0.98800000  1
  Pd  Pd7  1  0.87100000  0.75600000  0.27600000  1
  Pd  Pd8  1  0.23400000  0.27700000  0.73500000  1
  Pd  Pd9  1  0.99200000  0.27300000  0.00600000  1
  Pd  Pd10  1  0.56700000  0.26800000  0.49600000  1
  Pd  Pd11  1  0.77100000  0.23900000  0.79400000  1
  Sn  Sn12  1  0.11400000  0.02700000  0.85300000  1
  Sn  Sn13  1  0.33200000  0.02900000  0.14700000  1
  Sn  Sn14  1  0.66200000  0.96600000  0.86000000  1
  Sn  Sn15  1  0.88600000  0.96600000  0.14700000  1
",7b,1,-72.47785186767578,"# generated using pymatgen
data_MgSnPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.61605795
_cell_length_b   7.40343597
_cell_length_c   9.16615724
_cell_angle_alpha   106.17974958
_cell_angle_beta   88.71520226
_cell_angle_gamma   108.23968828
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSnPd2
_chemical_formula_sum   'Mg4 Sn4 Pd8'
_cell_volume   285.00588199
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.74917041  0.52514255  0.65339189  1
  Mg  Mg1  1  0.72490878  0.48997973  0.07968889  1
  Mg  Mg2  1  0.22415507  0.47638177  0.85642396  1
  Mg  Mg3  1  0.21696177  0.56576845  0.36765853  1
  Sn  Sn4  1  0.00322835  0.00244025  0.69676844  1
  Sn  Sn5  1  0.59160654  0.29215815  0.32924675  1
  Sn  Sn6  1  0.49172822  1.01206979  0.98233543  1
  Sn  Sn7  1  0.94471170  0.95466505  0.25955915  1
  Pd  Pd8  1  0.78393889  0.71593030  0.43941787  1
  Pd  Pd9  1  0.36669198  0.75508284  0.68742717  1
  Pd  Pd10  1  -0.11335007  0.79283533  0.93482279  1
  Pd  Pd11  1  1.34415422  0.72096168  0.13331488  1
  Pd  Pd12  1  0.12158602  0.29684751  0.54697212  1
  Pd  Pd13  1  1.10555982  0.25556037  0.09777344  1
  Pd  Pd14  1  0.44674233  -0.00671787  0.45576382  1
  Pd  Pd15  1  0.61297331  0.21990746  0.77439575  1
",0.1422680207702633,1.0,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Pm1Tl3
Spacegroup: P1
abc: 4.72 4.73 7.25
angles: 72.53 72.55 89.94
Sites (4)
Pm 0.869 0.900 0.772 1a
Tl 0.598 0.302 0.988 1a
Tl 0.310 0.785 0.004 1a
Tl 0.220 0.107 0.430 1a","# generated using pymatgen
data_PmTl3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.72000000
_cell_length_b   4.73000000
_cell_length_c   7.25000000
_cell_angle_alpha   72.53000000
_cell_angle_beta   72.55000000
_cell_angle_gamma   89.94000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PmTl3
_chemical_formula_sum   'Pm1 Tl3'
_cell_volume   146.58347486
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pm  Pm0  1  0.86900000  0.90000000  0.77200000  1
  Tl  Tl1  1  0.59800000  0.30200000  0.98800000  1
  Tl  Tl2  1  0.31000000  0.78500000  0.00400000  1
  Tl  Tl3  1  0.22000000  0.10700000  0.43000000  1
",7b,1,,,,,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Tl4
Spacegroup: P1
abc: 3.16 3.17 12.34
angles: 90.82 90.57 118.89
Sites (4)
Tl 0.969 0.052 0.218 1a
Tl 0.616 0.123 0.417 1a
Tl 0.454 0.281 0.778 1a
Tl 0.121 0.473 0.997 1a","# generated using pymatgen
data_Tl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.16000000
_cell_length_b   3.17000000
_cell_length_c   12.34000000
_cell_angle_alpha   90.82000000
_cell_angle_beta   90.57000000
_cell_angle_gamma   118.89000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tl
_chemical_formula_sum   Tl4
_cell_volume   108.19740351
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.96900000  0.05200000  0.21800000  1
  Tl  Tl1  1  0.61600000  0.12300000  0.41700000  1
  Tl  Tl2  1  0.45400000  0.28100000  0.77800000  1
  Tl  Tl3  1  0.12100000  0.47300000  0.99700000  1
",7b,1,-9.400826454162598,"# generated using pymatgen
data_Tl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.56659427
_cell_length_b   3.48419509
_cell_length_c   11.65258757
_cell_angle_alpha   88.45669754
_cell_angle_beta   95.05358740
_cell_angle_gamma   121.60672436
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tl
_chemical_formula_sum   Tl4
_cell_volume   122.81302529
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.94305514  -0.06596083  0.22542643  1
  Tl  Tl1  1  0.69008065  0.15710004  0.47738660  1
  Tl  Tl2  1  0.36409749  0.25926552  0.72798095  1
  Tl  Tl3  1  0.16260850  0.58331888  0.97867359  1
",0.0124365331260172,1.0,,,
