gen_str,cif,model_name,spacegroup_number,relaxed_energy,relaxed_cif,e_above_hull,actual_spacegroup,is_unique0.1,is_novel0.1,sun_0.1
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Gd2Zn6
Spacegroup: I-4m2
abc: 4.19 4.19 10.27
angles: 90.00 90.00 90.00
Sites (8)
Gd 0.000 0.000 0.000 2a
Zn 0.000 0.000 0.380 4e
Zn 0.000 0.500 0.250 2c","# generated using pymatgen
data_GdZn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.19000000
_cell_length_b   4.19000000
_cell_length_c   10.27000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdZn3
_chemical_formula_sum   'Gd2 Zn6'
_cell_volume   180.30114700
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.00000000  0.00000000  0.00000000  1
  Gd  Gd1  1  0.50000000  0.50000000  0.50000000  1
  Zn  Zn2  1  0.00000000  0.00000000  0.38000000  1
  Zn  Zn3  1  0.00000000  0.00000000  -0.38000000  1
  Zn  Zn4  1  0.50000000  0.50000000  0.88000000  1
  Zn  Zn5  1  0.50000000  0.50000000  0.12000000  1
  Zn  Zn6  1  0.00000000  0.50000000  0.25000000  1
  Zn  Zn7  1  0.50000000  -0.00000000  0.75000000  1
",7b,119,-37.03825378417969,"# generated using pymatgen
data_GdZn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.47955501
_cell_length_b   4.48058593
_cell_length_c   8.61899853
_cell_angle_alpha   89.99998400
_cell_angle_beta   89.99982297
_cell_angle_gamma   89.93019801
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdZn3
_chemical_formula_sum   'Gd2 Zn6'
_cell_volume   172.99205944
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.00000031  -0.00000210  -0.00004755  1
  Gd  Gd1  1  0.50000170  0.50000370  0.49994884  1
  Zn  Zn2  1  -0.00000057  0.00000048  0.35963124  1
  Zn  Zn3  1  0.00000286  0.00001530  0.64029853  1
  Zn  Zn4  1  0.49999617  0.49999272  0.85963029  1
  Zn  Zn5  1  0.49999911  0.49998414  0.14029789  1
  Zn  Zn6  1  0.00000420  0.50000310  0.24996985  1
  Zn  Zn7  1  0.50000176  -0.00000174  0.74996942  1
",0.1738110839006159,119.0,,,
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Pm2Se4
Spacegroup: I-4m2
abc: 4.15 4.15 9.12
angles: 90.00 90.00 90.00
Sites (6)
Pm 0.000 0.000 0.000 2a
Se 0.000 0.000 0.380 4e","# generated using pymatgen
data_PmSe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.15000000
_cell_length_b   4.15000000
_cell_length_c   9.12000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PmSe2
_chemical_formula_sum   'Pm2 Se4'
_cell_volume   157.06920000
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pm  Pm0  1  0.00000000  0.00000000  0.00000000  1
  Pm  Pm1  1  0.50000000  0.50000000  0.50000000  1
  Se  Se2  1  0.00000000  0.00000000  0.38000000  1
  Se  Se3  1  0.00000000  0.00000000  -0.38000000  1
  Se  Se4  1  0.50000000  0.50000000  0.88000000  1
  Se  Se5  1  0.50000000  0.50000000  0.12000000  1
",7b,119,,,,,,,
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
La2Zn1Ag1
Spacegroup: P4/mmm
abc: 4.69 4.69 7.49
angles: 90.00 90.00 90.00
Sites (4)
La 0.000 0.000 0.755 2g
Zn 0.500 0.500 0.500 1d
Ag 0.500 0.500 0.000 1c","# generated using pymatgen
data_La2ZnAg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.69000000
_cell_length_b   4.69000000
_cell_length_c   7.49000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La2ZnAg
_chemical_formula_sum   'La2 Zn1 Ag1'
_cell_volume   164.75078900
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.50000000  0.50000000  -0.00000000  1
  La  La1  1  0.00000000  0.00000000  0.75500000  1
  La  La2  1  0.00000000  0.00000000  -0.75500000  1
  Zn  Zn3  1  0.50000000  0.50000000  0.50000000  1
",7b,119,-15.14519500732422,"# generated using pymatgen
data_La2ZnAg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.88883328
_cell_length_b   3.88906002
_cell_length_c   7.16331196
_cell_angle_alpha   89.99993971
_cell_angle_beta   90.00005154
_cell_angle_gamma   90.00012706
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La2ZnAg
_chemical_formula_sum   'La2 Zn1 Ag1'
_cell_volume   108.33725708
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00000013  0.00000019  0.73860676  1
  La  La1  1  -0.00000029  -0.00000044  0.26139355  1
  Zn  Zn2  1  0.50000014  0.50000031  0.50000007  1
  Ag  Ag3  1  0.50000006  0.50000006  0.00000002  1
",-0.0102348043310551,123.0,True,True,True
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
U2Al2Ni2
Spacegroup: P-421m
abc: 3.72 3.72 7.03
angles: 90.00 90.00 90.00
Sites (6)
U 0.000 0.500 0.948 2c
Al 0.000 0.500 0.335 2c
Ni 0.000 0.500 0.653 2c","# generated using pymatgen
data_UAlNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.72000000
_cell_length_b   3.72000000
_cell_length_c   7.03000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   UAlNi
_chemical_formula_sum   'U2 Al2 Ni2'
_cell_volume   97.28395200
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.00000000  0.50000000  0.33500000  1
  Al  Al1  1  0.50000000  0.00000000  0.66500000  1
  Ni  Ni2  1  0.00000000  0.50000000  0.65300000  1
  Ni  Ni3  1  0.50000000  0.00000000  0.34700000  1
  U  U4  1  0.00000000  0.50000000  0.94800000  1
  U  U5  1  0.50000000  0.00000000  -0.94800000  1
",7b,119,-42.53485107421875,"# generated using pymatgen
data_UAlNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.40353370
_cell_length_b   3.40386748
_cell_length_c   8.30179310
_cell_angle_alpha   89.99967376
_cell_angle_beta   89.99969809
_cell_angle_gamma   89.99992639
_symmetry_Int_Tables_number   1
_chemical_formula_structural   UAlNi
_chemical_formula_sum   'U2 Al2 Ni2'
_cell_volume   96.17774810
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  1  -0.00000979  0.49999500  0.93468586  1
  U  U1  1  0.50000080  0.00000203  0.06531909  1
  Al  Al2  1  -0.00000021  0.50000137  0.30494344  1
  Al  Al3  1  0.50000011  -0.00000139  0.69505912  1
  Ni  Ni4  1  0.00000059  0.50000006  0.59437716  1
  Ni  Ni5  1  0.49999897  0.00000204  0.40562476  1
",0.2891256576302083,129.0,,,
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
U2Co4Ge4
Spacegroup: I4/mmm
abc: 4.06 4.06 9.68
angles: 90.00 90.00 90.00
Sites (10)
U 0.000 0.000 0.000 2a
Co 0.000 0.500 0.250 4d
Ge 0.000 0.000 0.369 4e","# generated using pymatgen
data_U(CoGe)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.06000000
_cell_length_b   4.06000000
_cell_length_c   9.68000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   U(CoGe)2
_chemical_formula_sum   'U2 Co4 Ge4'
_cell_volume   159.56124800
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.00000000  0.50000000  0.25000000  1
  Co  Co1  1  0.50000000  -0.00000000  0.25000000  1
  Co  Co2  1  0.50000000  1.00000000  0.75000000  1
  Co  Co3  1  1.00000000  0.50000000  0.75000000  1
  Ge  Ge4  1  0.00000000  0.00000000  0.36900000  1
  Ge  Ge5  1  0.00000000  0.00000000  0.63100000  1
  Ge  Ge6  1  0.50000000  0.50000000  0.86900000  1
  Ge  Ge7  1  0.50000000  0.50000000  0.13100000  1
  U  U8  1  0.00000000  0.00000000  0.00000000  1
  U  U9  1  0.50000000  0.50000000  0.50000000  1
",7b,119,-72.677001953125,"# generated using pymatgen
data_U(CoGe)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.05590057
_cell_length_b   4.05578852
_cell_length_c   9.66843510
_cell_angle_alpha   90.00000348
_cell_angle_beta   90.00000507
_cell_angle_gamma   90.00000243
_symmetry_Int_Tables_number   1
_chemical_formula_structural   U(CoGe)2
_chemical_formula_sum   'U2 Co4 Ge4'
_cell_volume   159.04454853
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  1  -0.00000009  0.00000005  0.00000004  1
  U  U1  1  0.50000000  0.50000028  0.50000002  1
  Co  Co2  1  0.00000007  0.50000002  0.25000087  1
  Co  Co3  1  0.50000003  0.00000003  0.24999917  1
  Co  Co4  1  0.50000002  -0.00000002  0.75000087  1
  Co  Co5  1  0.00000001  0.50000000  0.74999919  1
  Ge  Ge6  1  -0.00000022  -0.00000024  0.37100860  1
  Ge  Ge7  1  0.00000013  0.00000103  0.62899073  1
  Ge  Ge8  1  0.49999987  0.49999931  0.87100943  1
  Ge  Ge9  1  0.49999967  0.49999984  0.12899186  1
",0.0366130136875,139.0,True,False,False
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Tm2Fe1Pb1
Spacegroup: P-4m2
abc: 4.35 4.35 5.56
angles: 90.00 90.00 90.00
Sites (4)
Tm 0.000 0.500 0.736 2g
Fe 0.000 0.000 0.000 1a
Pb 0.500 0.500 0.500 1c","# generated using pymatgen
data_Tm2FePb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.35000000
_cell_length_b   4.35000000
_cell_length_c   5.56000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm2FePb
_chemical_formula_sum   'Tm2 Fe1 Pb1'
_cell_volume   105.20910000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.00000000  0.00000000  0.00000000  1
  Pb  Pb1  1  0.50000000  0.50000000  0.50000000  1
  Tm  Tm2  1  0.00000000  0.50000000  0.73600000  1
  Tm  Tm3  1  0.50000000  0.00000000  -0.73600000  1
",7b,119,-19.97822952270508,"# generated using pymatgen
data_Tm2FePb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.40504845
_cell_length_b   5.40363511
_cell_length_c   3.48827887
_cell_angle_alpha   89.99944143
_cell_angle_beta   90.00546953
_cell_angle_gamma   90.21617368
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm2FePb
_chemical_formula_sum   'Tm2 Fe1 Pb1'
_cell_volume   101.88111995
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.00001977  0.50000737  0.97530664  1
  Tm  Tm1  1  0.50001980  -0.00000474  0.02410565  1
  Fe  Fe2  1  0.00000204  0.00000017  0.00005780  1
  Pb  Pb3  1  0.49999989  0.50000184  0.50002434  1
",0.6579796821015078,115.0,,,
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Er4P4Pd4
Spacegroup: I41md
abc: 3.94 3.94 12.10
angles: 90.00 90.00 90.00
Sites (12)
Er 0.000 0.000 0.745 4a
P 0.000 0.000 0.179 4a
Pd 0.000 0.000 0.328 4a","# generated using pymatgen
data_ErPPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.94000000
_cell_length_b   3.94000000
_cell_length_c   12.10000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErPPd
_chemical_formula_sum   'Er4 P4 Pd4'
_cell_volume   187.83556000
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.00000000  0.00000000  0.74500000  1
  Er  Er1  1  0.00000000  0.50000000  0.99500000  1
  Er  Er2  1  0.50000000  0.50000000  1.24500000  1
  Er  Er3  1  0.50000000  1.00000000  1.49500000  1
  P  P4  1  0.00000000  0.00000000  0.17900000  1
  P  P5  1  0.00000000  0.50000000  0.42900000  1
  P  P6  1  0.50000000  0.50000000  0.67900000  1
  P  P7  1  0.50000000  0.00000000  0.92900000  1
  Pd  Pd8  1  0.00000000  0.00000000  0.32800000  1
  Pd  Pd9  1  0.00000000  0.50000000  0.57800000  1
  Pd  Pd10  1  0.50000000  0.50000000  0.82800000  1
  Pd  Pd11  1  0.50000000  0.00000000  0.07800000  1
",7b,119,,,,,,,
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Y2Ni2Sn2
Spacegroup: I-4m2
abc: 4.35 4.35 6.95
angles: 90.00 90.00 90.00
Sites (6)
Y 0.000 0.000 0.000 2a
Ni 0.000 0.500 0.750 2d
Sn 0.000 0.500 0.250 2c","# generated using pymatgen
data_YNiSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.35000000
_cell_length_b   4.35000000
_cell_length_c   6.95000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YNiSn
_chemical_formula_sum   'Y2 Ni2 Sn2'
_cell_volume   131.51137500
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.00000000  0.50000000  0.75000000  1
  Ni  Ni1  1  0.50000000  0.00000000  0.25000000  1
  Sn  Sn2  1  0.00000000  0.50000000  0.25000000  1
  Sn  Sn3  1  0.50000000  0.00000000  0.75000000  1
  Y  Y4  1  0.00000000  0.00000000  0.00000000  1
  Y  Y5  1  0.50000000  0.50000000  0.50000000  1
",7b,119,-33.62843704223633,"# generated using pymatgen
data_YNiSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.88370247
_cell_length_b   3.88335867
_cell_length_c   9.50284672
_cell_angle_alpha   90.00006786
_cell_angle_beta   90.00048748
_cell_angle_gamma   89.77354862
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YNiSn
_chemical_formula_sum   'Y2 Ni2 Sn2'
_cell_volume   143.31900605
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00000091  -0.00000012  0.00000959  1
  Y  Y1  1  0.49999982  0.49999994  0.50000925  1
  Ni  Ni2  1  0.00000106  0.50000026  0.74997009  1
  Ni  Ni3  1  0.50000059  0.00000015  0.24996931  1
  Sn  Sn4  1  0.00000016  0.50000043  0.24996996  1
  Sn  Sn5  1  0.49999972  0.00000010  0.74996746  1
",0.4996954479606117,119.0,,,
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Nd2Sb2Au2
Spacegroup: I-4m2
abc: 4.42 4.42 9.93
angles: 90.00 90.00 90.00
Sites (6)
Nd 0.000 0.000 0.000 2a
Sb 0.000 0.500 0.750 2d
Au 0.000 0.500 0.250 2c","# generated using pymatgen
data_NdSbAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.42000000
_cell_length_b   4.42000000
_cell_length_c   9.93000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdSbAu
_chemical_formula_sum   'Nd2 Sb2 Au2'
_cell_volume   193.99645200
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.00000000  0.50000000  0.25000000  1
  Au  Au1  1  0.50000000  0.00000000  0.75000000  1
  Nd  Nd2  1  0.00000000  0.00000000  0.00000000  1
  Nd  Nd3  1  0.50000000  0.50000000  0.50000000  1
  Sb  Sb4  1  0.00000000  0.50000000  0.75000000  1
  Sb  Sb5  1  0.50000000  0.00000000  0.25000000  1
",7b,119,-27.860668182373047,"# generated using pymatgen
data_NdSbAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.45217290
_cell_length_b   4.45303406
_cell_length_c   8.93393517
_cell_angle_alpha   89.99999427
_cell_angle_beta   89.99998183
_cell_angle_gamma   90.22055486
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdSbAu
_chemical_formula_sum   'Nd2 Sb2 Au2'
_cell_volume   177.12000578
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  -0.00000055  -0.00000009  0.00000462  1
  Nd  Nd1  1  0.49999948  0.49999950  0.50000546  1
  Sb  Sb2  1  0.00000081  0.49999980  0.75000757  1
  Sb  Sb3  1  0.50000129  -0.00000079  0.25000782  1
  Au  Au4  1  -0.00000078  0.49999954  0.25000338  1
  Au  Au5  1  0.49999981  0.00000016  0.75000397  1
",0.3923991804378257,119.0,,,
"Below is a description of a bulk material. The spacegroup number is 119. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
U4Cd4Ni8
Spacegroup: I-4m2
abc: 4.12 4.12 15.64
angles: 90.00 90.00 90.00
Sites (16)
U 0.000 0.000 0.878 4e
Cd 0.000 0.500 0.728 4f
Ni 0.000 0.500 0.500 4f
Ni 0.000 0.000 0.628 4e","# generated using pymatgen
data_UCdNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.12000000
_cell_length_b   4.12000000
_cell_length_c   15.64000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   UCdNi2
_chemical_formula_sum   'U4 Cd4 Ni8'
_cell_volume   265.47961600
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.00000000  0.50000000  0.72800000  1
  Cd  Cd1  1  0.50000000  -0.00000000  0.27200000  1
  Cd  Cd2  1  0.50000000  -0.00000000  0.22800000  1
  Cd  Cd3  1  0.00000000  0.50000000  0.77200000  1
  Ni  Ni4  1  0.00000000  0.50000000  0.50000000  1
  Ni  Ni5  1  0.50000000  -0.00000000  0.50000000  1
  Ni  Ni6  1  0.50000000  -0.00000000  -0.00000000  1
  Ni  Ni7  1  0.00000000  0.50000000  -0.00000000  1
  Ni  Ni8  1  0.00000000  0.00000000  0.62800000  1
  Ni  Ni9  1  0.00000000  0.00000000  0.37200000  1
  Ni  Ni10  1  0.50000000  0.50000000  0.12800000  1
  Ni  Ni11  1  0.50000000  0.50000000  0.87200000  1
  U  U12  1  0.00000000  0.00000000  0.87800000  1
  U  U13  1  0.00000000  0.00000000  -0.87800000  1
  U  U14  1  0.50000000  0.50000000  1.37800000  1
  U  U15  1  0.50000000  0.50000000  -0.37800000  1
",7b,119,-93.40491485595705,"# generated using pymatgen
data_UCdNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.66106295
_cell_length_b   3.65947913
_cell_length_c   25.68219567
_cell_angle_alpha   89.99806914
_cell_angle_beta   89.99982891
_cell_angle_gamma   90.44154485
_symmetry_Int_Tables_number   1
_chemical_formula_structural   UCdNi2
_chemical_formula_sum   'U4 Cd4 Ni8'
_cell_volume   344.06914277
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  1  -0.00002279  0.00000533  0.91426235  1
  U  U1  1  -0.00000315  -0.00006644  0.08578627  1
  U  U2  1  0.49999538  0.50001873  0.41426286  1
  U  U3  1  0.49999328  0.49997336  0.58578163  1
  Cd  Cd4  1  -0.00003624  0.49997408  0.69298290  1
  Cd  Cd5  1  0.50008161  0.00004250  0.30708582  1
  Cd  Cd6  1  0.49997835  0.00006034  0.19299407  1
  Cd  Cd7  1  0.00001651  0.50003712  0.80707597  1
  Ni  Ni8  1  -0.00000179  0.49999681  0.50031345  1
  Ni  Ni9  1  0.50000704  0.00000626  0.49975155  1
  Ni  Ni10  1  0.49998519  -0.00000571  0.00031477  1
  Ni  Ni11  1  0.00000678  0.49999125  -0.00024740  1
  Ni  Ni12  1  -0.00000613  -0.00001717  0.56685049  1
  Ni  Ni13  1  0.00000032  0.00000798  0.43316287  1
  Ni  Ni14  1  0.50000585  0.49997142  0.06685710  1
  Ni  Ni15  1  0.49998950  0.50000797  0.93315692  1
",0.3059341831373023,119.0,,,
